child_sku,parent_sku,nama_blend,season,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-WIN-052-100-CRS,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,100g,Coarse,37000,100,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-100-MED,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,100g,Medium,37500,100,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-100-FIN,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,100g,Fine,38000,100,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-100-XF,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-200-WB,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-200-CRS,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,200g,Coarse,64000,200,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-200-MED,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,200g,Medium,64500,200,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-200-FIN,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,200g,Fine,65000,200,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-200-XF,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-500-WB,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-500-CRS,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,500g,Coarse,142000,500,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-500-MED,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,500g,Medium,142500,500,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-500-FIN,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,500g,Fine,143000,500,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-500-XF,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-1K-WB,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-1K-CRS,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-1K-MED,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-1K-FIN,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-052-1K-XF,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
S-WIN-053-100-WB,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-100-CRS,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,100g,Coarse,37000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-100-MED,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,100g,Medium,37500,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-100-FIN,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,100g,Fine,38000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-100-XF,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-200-WB,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-200-CRS,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,200g,Coarse,64000,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-200-MED,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,200g,Medium,64500,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-200-FIN,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,200g,Fine,65000,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-200-XF,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-500-WB,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-500-CRS,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,500g,Coarse,142000,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-500-MED,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,500g,Medium,142500,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-500-FIN,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,500g,Fine,143000,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-500-XF,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-1K-WB,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-1K-CRS,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-1K-MED,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-1K-FIN,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-053-1K-XF,S-WIN-053,Horizon Winter Origin,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Dipr..."
S-WIN-054-100-WB,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-100-CRS,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,100g,Coarse,37000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-100-MED,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,100g,Medium,37500,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-100-FIN,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,100g,Fine,38000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-100-XF,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-200-WB,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-200-CRS,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,200g,Coarse,64000,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-200-MED,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,200g,Medium,64500,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-200-FIN,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,200g,Fine,65000,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-200-XF,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-500-WB,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-500-CRS,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,500g,Coarse,142000,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-500-MED,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,500g,Medium,142500,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-500-FIN,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,500g,Fine,143000,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-500-XF,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-1K-WB,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-1K-CRS,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-1K-MED,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-1K-FIN,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-054-1K-XF,S-WIN-054,Bronze Winter Chapter,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang d..."
S-WIN-055-100-WB,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-100-CRS,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,100g,Coarse,37000,100,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-100-MED,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,100g,Medium,37500,100,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-100-FIN,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,100g,Fine,38000,100,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-100-XF,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-200-WB,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-200-CRS,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,200g,Coarse,64000,200,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-200-MED,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,200g,Medium,64500,200,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-200-FIN,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,200g,Fine,65000,200,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-200-XF,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-500-WB,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-500-CRS,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,500g,Coarse,142000,500,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-500-MED,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,500g,Medium,142500,500,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-500-FIN,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,500g,Fine,143000,500,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-500-XF,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-1K-WB,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-1K-CRS,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-1K-MED,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-1K-FIN,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-055-1K-XF,S-WIN-055,Copper Winter Peak,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semb..."
S-WIN-056-100-WB,S-WIN-056,Timeless Winter Journey,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Dipros..."
S-WIN-056-100-CRS,S-WIN-056,Timeless Winter Journey,Winter,Seasonal Blend,100g,Coarse,37000,100,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Dipros..."
S-WIN-056-100-MED,S-WIN-056,Timeless Winter Journey,Winter,Seasonal Blend,100g,Medium,37500,100,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Dipros..."
S-WIN-056-100-FIN,S-WIN-056,Timeless Winter Journey,Winter,Seasonal Blend,100g,Fine,38000,100,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Dipros..."
S-WIN-056-100-XF,S-WIN-056,Timeless Winter Journey,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Dipros..."
S-WIN-056-200-WB,S-WIN-056,Timeless Winter Journey,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Dipros..."
S-WIN-056-200-CRS,S-WIN-056,Timeless Winter Journey,Winter,Seasonal Blend,200g,Coarse,64000,200,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Dipros..."
S-WIN-056-200-MED,S-WIN-056,Timeless Winter Journey,Winter,Seasonal Blend,200g,Medium,64500,200,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Dipros..."
S-WIN-056-200-FIN,S-WIN-056,Timeless Winter Journey,Winter,Seasonal Blend,200g,Fine,65000,200,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Dipros..."
S-WIN-056-200-XF,S-WIN-056,Timeless Winter Journey,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Dipros..."
