child_sku,parent_sku,nama_blend,season,season_universe,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-WIN-148-200-FIN,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,200g,Fine,65000,200,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-200-XF,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,200g,Extra Fine,65500,200,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-500-WB,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,500g,Whole Bean,140000,500,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-500-CRS,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,500g,Coarse,142000,500,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-500-MED,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,500g,Medium,142500,500,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-500-FIN,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,500g,Fine,143000,500,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-500-XF,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,500g,Extra Fine,143500,500,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-1K-WB,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,1kg,Whole Bean,255000,1000,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-1K-CRS,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,1kg,Coarse,257000,1000,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-1K-MED,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,1kg,Medium,257500,1000,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-1K-FIN,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,1kg,Fine,258000,1000,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-148-1K-XF,S-WIN-148,Smoldering Citadel,Winter,The Dark Passage,Seasonal Blend,1kg,Extra Fine,258500,1000,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah kom..."
S-WIN-149-100-WB,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,100g,Whole Bean,35000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-100-CRS,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,100g,Coarse,37000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-100-MED,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,100g,Medium,37500,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-100-FIN,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,100g,Fine,38000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-100-XF,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,100g,Extra Fine,38500,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-200-WB,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,200g,Whole Bean,62000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-200-CRS,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,200g,Coarse,64000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-200-MED,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,200g,Medium,64500,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-200-FIN,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,200g,Fine,65000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-200-XF,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,200g,Extra Fine,65500,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-500-WB,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,500g,Whole Bean,140000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-500-CRS,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,500g,Coarse,142000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-500-MED,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,500g,Medium,142500,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-500-FIN,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,500g,Fine,143000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-500-XF,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,500g,Extra Fine,143500,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-1K-WB,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,1kg,Whole Bean,255000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-1K-CRS,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,1kg,Coarse,257000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-1K-MED,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,1kg,Medium,257500,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-1K-FIN,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,1kg,Fine,258000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-149-1K-XF,S-WIN-149,Rugged Lodge,Winter,The Dark Passage,Seasonal Blend,1kg,Extra Fine,258500,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Java Puntang serta Temanggung serta Ar..."
S-WIN-150-100-WB,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,100g,Whole Bean,35000,100,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-100-CRS,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,100g,Coarse,37000,100,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-100-MED,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,100g,Medium,37500,100,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-100-FIN,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,100g,Fine,38000,100,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-100-XF,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,100g,Extra Fine,38500,100,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-200-WB,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,200g,Whole Bean,62000,200,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-200-CRS,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,200g,Coarse,64000,200,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-200-MED,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,200g,Medium,64500,200,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-200-FIN,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,200g,Fine,65000,200,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-200-XF,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,200g,Extra Fine,65500,200,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-500-WB,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,500g,Whole Bean,140000,500,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-500-CRS,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,500g,Coarse,142000,500,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-500-MED,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,500g,Medium,142500,500,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-500-FIN,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,500g,Fine,143000,500,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-500-XF,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,500g,Extra Fine,143500,500,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-1K-WB,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,1kg,Whole Bean,255000,1000,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-1K-CRS,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,1kg,Coarse,257000,1000,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-1K-MED,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,1kg,Medium,257500,1000,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-1K-FIN,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,1kg,Fine,258000,1000,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-150-1K-XF,S-WIN-150,Windswept Depot,Winter,The Dark Passage,Seasonal Blend,1kg,Extra Fine,258500,1000,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Aceh Gayo serta Aceh Gayo serta Flores Manggar..."
S-WIN-151-100-WB,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,100g,Whole Bean,35000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-100-CRS,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,100g,Coarse,37000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-100-MED,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,100g,Medium,37500,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-100-FIN,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,100g,Fine,38000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-100-XF,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,100g,Extra Fine,38500,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-200-WB,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,200g,Whole Bean,62000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-200-CRS,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,200g,Coarse,64000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-200-MED,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,200g,Medium,64500,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-200-FIN,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,200g,Fine,65000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-200-XF,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,200g,Extra Fine,65500,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-500-WB,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,500g,Whole Bean,140000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-500-CRS,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,500g,Coarse,142000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-500-MED,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,500g,Medium,142500,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-500-FIN,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,500g,Fine,143000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-500-XF,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,500g,Extra Fine,143500,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-1K-WB,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,1kg,Whole Bean,255000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-1K-CRS,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,1kg,Coarse,257000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-1K-MED,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,1kg,Medium,257500,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-1K-FIN,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,1kg,Fine,258000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-151-1K-XF,S-WIN-151,Iron Crossing,Winter,The Dark Passage,Seasonal Blend,1kg,Extra Fine,258500,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Lampung ..."
S-WIN-152-100-WB,S-WIN-152,Buried Sanctum,Winter,The Dark Passage,Seasonal Blend,100g,Whole Bean,35000,100,"Seperti api yang tak kunjung padam di pos terakhir, blend ini mempertemukan biji-biji dari Java Sindoro serta Bali Kintamani dalam..."
S-WIN-152-100-CRS,S-WIN-152,Buried Sanctum,Winter,The Dark Passage,Seasonal Blend,100g,Coarse,37000,100,"Seperti api yang tak kunjung padam di pos terakhir, blend ini mempertemukan biji-biji dari Java Sindoro serta Bali Kintamani dalam..."
S-WIN-152-100-MED,S-WIN-152,Buried Sanctum,Winter,The Dark Passage,Seasonal Blend,100g,Medium,37500,100,"Seperti api yang tak kunjung padam di pos terakhir, blend ini mempertemukan biji-biji dari Java Sindoro serta Bali Kintamani dalam..."
S-WIN-152-100-FIN,S-WIN-152,Buried Sanctum,Winter,The Dark Passage,Seasonal Blend,100g,Fine,38000,100,"Seperti api yang tak kunjung padam di pos terakhir, blend ini mempertemukan biji-biji dari Java Sindoro serta Bali Kintamani dalam..."
S-WIN-152-100-XF,S-WIN-152,Buried Sanctum,Winter,The Dark Passage,Seasonal Blend,100g,Extra Fine,38500,100,"Seperti api yang tak kunjung padam di pos terakhir, blend ini mempertemukan biji-biji dari Java Sindoro serta Bali Kintamani dalam..."
S-WIN-152-200-WB,S-WIN-152,Buried Sanctum,Winter,The Dark Passage,Seasonal Blend,200g,Whole Bean,62000,200,"Seperti api yang tak kunjung padam di pos terakhir, blend ini mempertemukan biji-biji dari Java Sindoro serta Bali Kintamani dalam..."
S-WIN-152-200-CRS,S-WIN-152,Buried Sanctum,Winter,The Dark Passage,Seasonal Blend,200g,Coarse,64000,200,"Seperti api yang tak kunjung padam di pos terakhir, blend ini mempertemukan biji-biji dari Java Sindoro serta Bali Kintamani dalam..."
